timestamp,tvlUsd,apy,apyBase,apyReward,il7d,apyBase7d,pricePerShare
2025-01-28 23:01:28.580000+00:00,29300827813,2.906,2.906,,,,
2025-01-29 23:01:14.947000+00:00,29817112754,2.799,2.799,,,,
2025-01-30 23:01:16.913000+00:00,30987994022,2.881,2.881,,,,
2025-01-31 23:01:35.223000+00:00,31143457798,2.797,2.797,,,,
2025-02-01 23:01:12.912000+00:00,29708656417,2.825,2.825,,,,
2025-02-02 23:01:22.131000+00:00,27113145524,2.768,2.768,,,,
2025-02-03 23:02:38.277000+00:00,27033316297,11.773,11.773,,,,
2025-02-04 23:01:19.367000+00:00,25531413448,3.31,3.31,,,,
2025-02-05 23:01:28.214000+00:00,26206613015,3.032,3.032,,,,
2025-02-06 23:01:16.243000+00:00,25330796824,2.817,2.817,,,,
2025-02-07 23:01:18.952000+00:00,24275250806,2.922,2.922,,,,
2025-02-08 23:01:23.757000+00:00,24749917962,2.848,2.848,,,,
2025-02-09 23:01:17.381000+00:00,24559063187,2.706,2.706,,,,
2025-02-10 23:01:15.690000+00:00,25060988395,2.857,2.857,,,,
2025-02-11 23:01:24.950000+00:00,24260932113,2.807,2.807,,,,
2025-02-12 23:01:21.437000+00:00,25781716831,2.813,2.813,,,,
2025-02-13 23:01:40.905000+00:00,25070054895,2.956,2.956,,,,
2025-02-14 23:01:25.513000+00:00,25546959431,2.851,2.851,,,,
2025-02-15 23:01:39.187000+00:00,25265227220,2.688,2.688,,,,
2025-02-16 23:01:43.971000+00:00,25119239869,2.65,2.65,,,,
2025-02-17 23:01:27.472000+00:00,25831733442,2.765,2.765,,,,
2025-02-18 23:01:27.694000+00:00,25052336028,2.944,2.944,,,,
2025-02-19 23:02:35.686000+00:00,25502091882,2.785,2.785,,,,
2025-02-20 23:02:22.479000+00:00,25696853697,2.722,2.722,,,,
2025-02-21 23:01:35.477000+00:00,24939857710,2.739,2.739,,,,
2025-02-22 23:01:22.569000+00:00,26019595555,3.013,3.013,,,,
2025-02-23 23:01:33.617000+00:00,26257774676,2.737,2.737,,,,
2025-02-24 23:01:44.817000+00:00,23594781685,2.792,2.792,,,,
2025-02-25 23:02:32.021000+00:00,23637489715,4.108,4.108,,,,
2025-02-26 23:01:12.946000+00:00,22242318413,2.982,2.982,,,,
2025-02-27 23:01:28.861000+00:00,21334863382,3.14,3.14,,,,
2025-02-28 23:01:23.536000+00:00,20886541385,4.079,4.079,,,,
2025-03-01 23:01:26.184000+00:00,20869805736,2.849,2.849,,,,
2025-03-02 23:01:25.314000+00:00,23662814664,2.764,2.764,,,,
2025-03-03 23:01:33.638000+00:00,20249116194,3.33,3.33,,,,
2025-03-04 23:01:18.775000+00:00,20468588674,3.615,3.615,,,,
2025-03-05 23:01:31.076000+00:00,20982072782,3.112,3.112,,,,
2025-03-06 23:02:28.566000+00:00,20808405705,2.875,2.875,,,,
2025-03-07 23:01:24.022000+00:00,19934083061,3.053,3.053,,,,
2025-03-08 23:01:21.395000+00:00,20627774763,2.95,2.95,,,,
2025-03-09 23:01:28.589000+00:00,18876325587,2.718,2.718,,,,
2025-03-10 23:01:23.845000+00:00,17539127202,3.064,3.064,,,,
2025-03-11 23:01:29.764000+00:00,18198547493,4.851,4.851,,,,
2025-03-12 23:01:29.359000+00:00,17872120380,3.602,3.602,,,,
2025-03-13 23:02:41.387000+00:00,17422495242,2.825,2.825,,,,
2025-03-14 23:01:33.209000+00:00,17946296370,2.811,2.811,,,,
2025-03-15 23:01:17.343000+00:00,18164216941,2.794,2.794,,,,
2025-03-16 23:01:37.716000+00:00,17497436401,2.714,2.714,,,,
2025-03-17 23:01:20.953000+00:00,18032973845,2.688,2.688,,,,
2025-03-18 23:01:26.381000+00:00,17872525625,2.793,2.793,,,,
2025-03-19 23:01:27.725000+00:00,19006836697,2.873,2.873,,,,
2025-03-20 23:01:20.428000+00:00,18435321289,2.93,2.93,,,,
2025-03-21 23:01:34.729000+00:00,18316718570,2.741,2.741,,,,
2025-03-22 23:01:29.770000+00:00,18527091642,2.668,2.668,,,,
2025-03-23 23:01:37.218000+00:00,18643354885,2.664,2.664,,,,
2025-03-24 23:01:21.563000+00:00,19433883314,2.669,2.669,,,,
2025-03-25 23:01:27.662000+00:00,19270593654,2.704,2.704,,,,
2025-03-26 23:01:23.236000+00:00,18766002009,2.689,2.689,,,,
2025-03-27 23:02:33.850000+00:00,18799065658,2.749,2.749,,,,
2025-03-28 23:01:30.757000+00:00,17711261719,3.019,3.019,,,,
2025-03-29 23:02:43.113000+00:00,17025405314,2.812,2.812,,,,
2025-03-30 23:01:11.177000+00:00,16846136448,2.765,2.765,,,,
2025-03-31 23:17:24.865000+00:00,17094090195,2.743,2.743,,,,
